best_candidate_id,best_coverage,best_iou,best_precision,candidate_count_iou25,candidate_count_iou50,class_name,gt_instance_id,point_count,scene_name,semantic_id,status
-1,0.0,0.0,0.0,0,0,chair,2002,2130,scene0019_01,2,missed
-1,0.0,0.0,0.0,0,0,chair,2009,2226,scene0019_01,2,missed
8,0.022711631108052306,0.017344686218858405,0.06837961044343141,0,0,door,5018,7265,scene0019_01,5,missed
9,0.010910710309507904,0.010783450704225352,0.4803921568627451,0,0,door,5019,4491,scene0019_01,5,missed
-1,0.0,0.0,0.0,0,0,couch,6010,4907,scene0019_01,6,missed
-1,0.0,0.0,0.0,0,0,pillow,13023,885,scene0019_01,13,missed
-1,0.0,0.0,0.0,0,0,pillow,13024,1193,scene0019_01,13,missed
-1,0.0,0.0,0.0,0,0,armchair,23003,2298,scene0019_01,23,missed
7,0.04579803068468056,0.04437541601952518,0.5882352941176471,0,0,armchair,23004,4367,scene0019_01,23,missed
-1,0.0,0.0,0.0,0,0,armchair,23005,1403,scene0019_01,23,missed
-1,0.0,0.0,0.0,0,0,armchair,23006,1017,scene0019_01,23,missed
-1,0.0,0.0,0.0,0,0,armchair,23007,2121,scene0019_01,23,missed
-1,0.0,0.0,0.0,0,0,armchair,23008,1394,scene0019_01,23,missed
4,0.8329560887279311,0.38966539601863615,0.42269699058120835,1,0,armchair,23022,2209,scene0019_01,23,covered
-1,0.0,0.0,0.0,0,0,armchair,23025,2405,scene0019_01,23,missed
5,0.041916167664670656,0.019444444444444445,0.035,0,0,lamp,28020,835,scene0019_01,28,missed
-1,0.0,0.0,0.0,0,0,trash can,56021,1612,scene0019_01,56,missed
