scene_name,segment_id,point_count,center_x,center_y,center_z,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,mean_r,mean_g,mean_b,normal_x,normal_y,normal_z,planarity,adjacency_degree,semantic_purity,instance_purity,mixed_semantic,mixed_instance
scene0011_00,0,50,2.0739142894744873,1.5106974840164185,0.8422728776931763,2.0350096225738525,1.4412648677825928,0.8170203566551208,2.112475633621216,1.57352614402771,0.8683913946151733,0.47168636322021484,0.40705883502960205,0.3651764690876007,0.745599627494812,-0.23241111636161804,-0.6245529055595398,0.13518360257148743,2,0.0,1.0,True,False
scene0011_00,1,36,2.397812604904175,1.4131041765213013,0.7179861068725586,2.365200996398926,1.357715129852295,0.7014150619506836,2.4213194847106934,1.465208649635315,0.7362948060035706,0.30087143182754517,0.2809368371963501,0.2244008332490921,0.8245706558227539,0.10850740224123001,0.5552560687065125,0.10333740711212158,1,0.0,1.0,True,False
scene0011_00,2,32,2.3936593532562256,1.4983069896697998,0.7179446816444397,2.3292317390441895,1.4530055522918701,0.7058516144752502,2.4454519748687744,1.5390607118606567,0.7305999994277954,0.3509804308414459,0.3192402422428131,0.24828433990478516,0.38941648602485657,-0.07489058375358582,0.9180121421813965,0.06597757339477539,2,0.0,1.0,True,False
scene0011_00,3,85,2.4031050205230713,1.2868947982788086,1.3356521129608154,2.2771248817443848,1.2721657752990723,1.195390224456787,2.564972162246704,1.2996482849121094,1.489606499671936,0.38352933526039124,0.3136333227157593,0.264913409948349,0.09357792884111404,0.9954408407211304,0.01845773495733738,0.376693993806839,8,1.0,1.0,False,False
scene0011_00,4,133,2.3952548503875732,1.2973154783248901,0.9989181160926819,2.184828519821167,1.2765822410583496,0.8866540193557739,2.5819928646087646,1.3487406969070435,1.2420001029968262,0.29214200377464294,0.22467945516109467,0.19728738069534302,0.0633755549788475,0.9830688834190369,0.17192740738391876,0.35759666562080383,9,0.9699248120300752,0.9699248120300752,False,False
scene0011_00,5,60,2.140756368637085,1.303879976272583,1.4474736452102661,2.053499460220337,1.2962602376937866,1.3544342517852783,2.1918585300445557,1.3071346282958984,1.5303610563278198,0.3048366606235504,0.23869280517101288,0.20601311326026917,-0.07332251965999603,0.9969239830970764,-0.027682585641741753,0.30993762612342834,3,0.9333333333333333,0.9333333333333333,True,True
scene0011_00,6,47,2.2153525352478027,1.3021464347839355,1.3433237075805664,2.150015115737915,1.296696424484253,1.2444323301315308,2.283444881439209,1.3070733547210693,1.4813666343688965,0.3214852809906006,0.26257818937301636,0.23112225532531738,-0.06627824902534485,0.9977843761444092,-0.0057885353453457355,0.16814567148685455,4,1.0,1.0,False,False
scene0011_00,7,35,2.050448417663574,1.3157602548599243,1.0456347465515137,2.033548355102539,1.307037353515625,0.9106700420379639,2.06900954246521,1.3253389596939087,1.2052898406982422,0.2603921592235565,0.22397761046886444,0.20997199416160583,0.6244362592697144,-0.7810739874839783,-0.0016770483925938606,0.00977587141096592,4,0.9714285714285714,0.9714285714285714,False,False
scene0011_00,8,326,2.0383567810058594,1.4602116346359253,1.325095295906067,2.0170984268188477,1.3198587894439697,1.035473108291626,2.070239543914795,1.6579018831253052,1.7521361112594604,0.4762652814388275,0.42575493454933167,0.3726940155029297,0.9980536103248596,-0.0569901280105114,0.02532033622264862,0.13552705943584442,14,0.8496932515337423,0.8496932515337423,True,True
scene0011_00,9,61,2.034961223602295,1.316875696182251,1.484176754951477,2.005798578262329,1.3051472902297974,1.3518418073654175,2.068660259246826,1.3529911041259766,1.6162562370300293,0.30671805143356323,0.24699455499649048,0.21652203798294067,0.874645471572876,0.4765348434448242,0.08893689513206482,0.02184692770242691,4,1.0,1.0,False,False
scene0011_00,10,36,2.0449299812316895,1.3196489810943604,1.2742972373962402,2.0287678241729736,1.3066860437393188,1.1712002754211426,2.0569465160369873,1.347581148147583,1.3783916234970093,0.31666672229766846,0.26503267884254456,0.24520699679851532,0.9969481825828552,-0.05209890380501747,0.0581386461853981,0.02534463442862034,3,1.0,1.0,False,False
scene0011_00,11,98,2.3272483348846436,1.530739188194275,0.8892197608947754,2.247709035873413,1.3872770071029663,0.865934431552887,2.4914138317108154,1.6476783752441406,0.8994259238243103,0.5247299671173096,0.4627853035926819,0.44009605050086975,-0.2745179235935211,-0.004613275174051523,0.9615709185600281,0.2773963212966919,6,1.0,1.0,False,False
scene0011_00,12,36,2.3960111141204834,1.3708430528640747,0.8983005881309509,2.3106977939605713,1.3030376434326172,0.8925333023071289,2.4641499519348145,1.493898630142212,0.9040257930755615,0.42189547419548035,0.3607843220233917,0.3100218176841736,-0.015239967964589596,0.08438114821910858,0.9963169693946838,0.2808915078639984,4,0.8611111111111112,0.8611111111111112,True,True
scene0011_00,13,122,2.268583297729492,1.4471831321716309,0.8788127303123474,2.1548757553100586,1.3190525770187378,0.865513265132904,2.3677542209625244,1.5857160091400146,0.8984121680259705,0.4410482347011566,0.37913843989372253,0.339376300573349,-0.7862969636917114,0.6142791509628296,0.06631911545991898,0.17387032508850098,4,0.9917355371900827,0.9836065573770492,False,False
scene0011_00,14,133,2.094229221343994,1.4545828104019165,0.8841736316680908,2.041428565979004,1.310434341430664,0.8467579483985901,2.2109382152557373,1.659673810005188,0.9423944354057312,0.4039804935455322,0.3535015881061554,0.3215392231941223,0.8059086203575134,0.23773784935474396,0.5422102212905884,0.051784805953502655,8,0.5,0.3684210526315789,True,True
scene0011_00,15,37,2.248319149017334,1.2981945276260376,1.2035244703292847,2.1673214435577393,1.2877025604248047,1.1713072061538696,2.3276760578155518,1.3041986227035522,1.2689406871795654,0.4676205515861511,0.430524617433548,0.3779543936252594,-0.01311652734875679,0.9669969081878662,-0.254450261592865,0.1925281286239624,4,1.0,1.0,False,False
scene0011_00,16,77,2.0451645851135254,1.4049100875854492,0.9745769500732422,2.033856153488159,1.3100242614746094,0.9049335718154907,2.06347918510437,1.5288528203964233,1.0710699558258057,0.42531198263168335,0.38186901807785034,0.3379169702529907,0.9872787594795227,0.1392495334148407,0.07674731314182281,0.30104580521583557,4,1.0,1.0,False,False
scene0011_00,17,86,2.2910220623016357,1.2995648384094238,1.0844073295593262,2.2314836978912354,1.2940374612808228,0.9772171974182129,2.3489432334899902,1.3041191101074219,1.167769432067871,0.2569082975387573,0.20437757670879364,0.18809854984283447,0.0185723677277565,0.9948720932006836,0.0994214192032814,0.21957631409168243,2,1.0,1.0,False,False
scene0011_00,18,75,2.3754045963287354,1.3191994428634644,2.501521587371826,2.2598159313201904,1.2439429759979248,2.4952197074890137,2.488487720489502,1.389098882675171,2.507676362991333,0.6326277256011963,0.6040782928466797,0.6317910552024841,0.033741842955350876,0.04154891520738602,-0.9985665678977966,0.22112514078617096,5,0.9733333333333334,0.9733333333333334,False,False
scene0011_00,19,183,2.3321163654327393,1.2607207298278809,2.3390510082244873,2.143550157546997,1.2342634201049805,2.150688648223877,2.4938783645629883,1.286752462387085,2.5029358863830566,0.30590370297431946,0.22916553914546967,0.20820748805999756,0.11627098172903061,0.9913231134414673,0.06131519377231598,0.3823903203010559,7,0.994535519125683,0.994535519125683,False,False
scene0011_00,20,22,2.5013978481292725,1.2611488103866577,1.9036074876785278,2.4430625438690186,1.2546782493591309,1.8070001602172852,2.5430002212524414,1.2696136236190796,2.00962495803833,0.32513368129730225,0.22014260292053223,0.1819964349269867,0.09346591681241989,0.9950533509254456,0.0336596705019474,0.197673961520195,3,1.0,1.0,False,False
scene0011_00,21,57,2.004986524581909,1.3068872690200806,2.347867250442505,1.988791823387146,1.2859927415847778,2.2182509899139404,2.0327067375183105,1.380043864250183,2.4772732257843018,0.27306506037712097,0.23020291328430176,0.21059513092041016,0.7928412556648254,0.6092016696929932,0.01661386527121067,0.054534684866666794,3,0.6666666666666666,0.49122807017543857,True,True
scene0011_00,22,99,2.159379720687866,1.29557204246521,1.7615498304367065,2.102476119995117,1.2860748767852783,1.6499842405319214,2.2650513648986816,1.3084994554519653,1.9100526571273804,0.31269556283950806,0.23620522022247314,0.2043573260307312,-0.18918941915035248,0.9818412065505981,0.013975116424262524,0.18323734402656555,4,1.0,0.7676767676767676,False,True
scene0011_00,23,111,2.372709274291992,1.2869417667388916,1.6097018718719482,2.2298991680145264,1.271932601928711,1.503312587738037,2.4820475578308105,1.2997041940689087,1.7441251277923584,0.3168697655200958,0.23038345575332642,0.19713836908340454,0.07182985544204712,0.9972223043441772,0.01970023848116398,0.3994389772415161,6,1.0,1.0,False,False
scene0011_00,24,22,2.1214475631713867,1.2766934633255005,2.425827980041504,2.0884079933166504,1.2732855081558228,2.3544085025787354,2.15948224067688,1.2812731266021729,2.4843194484710693,0.26684489846229553,0.208912655711174,0.19643495976924896,0.0707327127456665,0.9963881373405457,-0.046984147280454636,0.17407798767089844,4,0.9090909090909091,0.9090909090909091,True,True
scene0011_00,25,52,2.0274577140808105,1.3246140480041504,1.7143616676330566,1.9971399307250977,1.2934952974319458,1.6441138982772827,2.0821919441223145,1.4141737222671509,1.8130465745925903,0.3135746419429779,0.25927603244781494,0.2322775423526764,0.9905382990837097,0.11289769411087036,0.07802488654851913,0.18804201483726501,4,0.9615384615384616,0.9615384615384616,False,False
scene0011_00,26,151,2.0814902782440186,1.285122275352478,2.3063175678253174,2.0077221393585205,1.2769532203674316,2.14329195022583,2.186751365661621,1.3252249956130981,2.49344801902771,0.25620052218437195,0.1961563229560852,0.1756393015384674,0.04152718186378479,0.9975634217262268,-0.05605939030647278,0.12420206516981125,6,0.9078014184397163,0.847682119205298,True,True
scene0011_00,27,30,2.274838924407959,1.2946687936782837,1.5116080045700073,2.180759906768799,1.281456708908081,1.4322419166564941,2.3742287158966064,1.3030071258544922,1.565284252166748,0.3124183416366577,0.2325490266084671,0.20222221314907074,0.06412500143051147,0.9850486516952515,0.15989713370800018,0.2259359508752823,4,1.0,1.0,False,False
scene0011_00,28,95,2.0295660495758057,1.4931036233901978,1.9990200996398926,2.0034656524658203,1.3221737146377563,1.8833266496658325,2.0550432205200195,1.6068603992462158,2.12660813331604,0.352569580078125,0.30724459886550903,0.2816924750804901,0.9908406734466553,-0.13033300638198853,0.03532714396715164,0.31388553977012634,5,0.9263157894736842,0.9263157894736842,True,True
scene0011_00,29,268,2.019336223602295,1.5304440259933472,1.8797651529312134,1.933925986289978,1.2884503602981567,1.7337548732757568,2.059662342071533,1.733765959739685,2.054492950439453,0.4433571994304657,0.39963406324386597,0.3721100091934204,0.9694520831108093,0.20179077982902527,0.1394381821155548,0.1592397540807724,11,0.503731343283582,0.503731343283582,True,True
scene0011_00,30,75,2.5868966579437256,1.2539544105529785,1.6545014381408691,2.4766135215759277,1.2147438526153564,1.4878236055374146,2.6314241886138916,1.2918130159378052,1.779500126838684,0.25479748845100403,0.1894378960132599,0.16956859827041626,0.8004255294799805,0.5595850348472595,0.21490365266799927,0.2524389326572418,8,0.9733333333333334,0.9733333333333334,False,False
scene0011_00,31,52,2.09842586517334,1.2901077270507812,2.001232385635376,2.0325424671173096,1.2867494821548462,1.9368541240692139,2.1682729721069336,1.2939571142196655,2.066413640975952,0.2812217175960541,0.20837101340293884,0.18423837423324585,0.016751598566770554,0.9995211958885193,0.02601458691060543,0.4623757004737854,3,1.0,1.0,False,False
scene0011_00,32,48,2.3781092166900635,1.4525233507156372,2.5050981044769287,2.313049793243408,1.3683000802993774,2.498546838760376,2.457954168319702,1.547469973564148,2.5138416290283203,0.6597221493721008,0.6428102254867554,0.6637254357337952,0.05225129425525665,0.07493261992931366,-0.9958187341690063,0.22678238153457642,3,1.0,1.0,False,False
scene0011_00,33,24,2.2572085857391357,1.2631081342697144,2.4505577087402344,2.1619982719421387,1.2540762424468994,2.41436767578125,2.337207555770874,1.2740689516067505,2.4949159622192383,0.37565359473228455,0.31127452850341797,0.3119281232357025,0.11507683247327805,0.9925935864448547,-0.0389280803501606,0.10786121338605881,4,1.0,1.0,False,False
scene0011_00,34,146,2.163602590560913,1.396094560623169,2.495090961456299,2.0320451259613037,1.2636833190917969,2.475628614425659,2.309443235397339,1.544999361038208,2.5005483627319336,0.5926131010055542,0.5618584752082825,0.5888258814811707,0.03324979916214943,0.08801321685314178,-0.9955642819404602,0.2854546308517456,9,0.952054794520548,0.952054794520548,False,False
scene0011_00,35,51,2.347355604171753,1.2792280912399292,1.8179895877838135,2.2345187664031982,1.2681986093521118,1.7193551063537598,2.4680380821228027,1.292107105255127,1.9510000944137573,0.3014225363731384,0.21860826015472412,0.18746641278266907,0.0987837016582489,0.9945504069328308,0.03333687782287598,0.41824421286582947,6,1.0,1.0,False,False
scene0011_00,36,28,2.024944543838501,1.3791656494140625,1.6013991832733154,2.0161869525909424,1.3208600282669067,1.5439022779464722,2.043395757675171,1.4327560663223267,1.650101661682129,0.3883754312992096,0.3494397699832916,0.31792715191841125,0.9982571005821228,-0.05208834260702133,-0.027740243822336197,0.22578680515289307,3,1.0,1.0,False,False
scene0011_00,37,51,2.51229190826416,1.2390899658203125,2.3742623329162598,2.446143388748169,1.226841926574707,2.249678611755371,2.573105573654175,1.250231385231018,2.497530460357666,0.3297962248325348,0.25221070647239685,0.23975393176078796,0.09638666361570358,0.9939594268798828,0.052481576800346375,0.14534585177898407,4,1.0,1.0,False,False
scene0011_00,38,151,2.0215773582458496,1.5017589330673218,2.2259480953216553,1.9995909929275513,1.3221971988677979,2.070748805999756,2.04986834526062,1.6780482530593872,2.3927500247955322,0.36127784848213196,0.3211531341075897,0.30115583539009094,0.9835157990455627,-0.1762884110212326,0.040237437933683395,0.390960693359375,3,1.0,1.0,False,False
scene0011_00,39,35,2.1838130950927734,1.2912477254867554,1.9164965152740479,2.116692066192627,1.286989688873291,1.8295737504959106,2.2266030311584473,1.29562246799469,2.031705379486084,0.30745095014572144,0.23764708638191223,0.2104201763868332,0.04902338236570358,0.9984052181243896,0.0279941838234663,0.21575479209423065,5,1.0,1.0,False,False
scene0011_00,40,150,2.0913283824920654,1.3030447959899902,2.1484365463256836,1.9919582605361938,1.2760568857192993,2.0181047916412354,2.268043279647827,1.4222420454025269,2.3073525428771973,0.2936992049217224,0.2293596863746643,0.20501956343650818,0.4781436026096344,0.8771107792854309,0.04533581808209419,0.30042481422424316,10,0.5686274509803921,0.38666666666666666,True,True
scene0011_00,41,140,2.4444258213043213,1.2589679956436157,2.0930278301239014,2.2289819717407227,1.204545259475708,1.8959813117980957,2.614201307296753,1.287196397781372,2.2595925331115723,0.29232484102249146,0.20417359471321106,0.17521008849143982,0.23723362386226654,0.9705910086631775,0.04090534895658493,0.16838757693767548,11,1.0,1.0,False,False
scene0011_00,42,80,1.922401785850525,2.203077793121338,1.1398544311523438,1.8899378776550293,2.144552230834961,1.092725157737732,1.9505945444107056,2.264686107635498,1.172706127166748,0.3885784447193146,0.30745089054107666,0.2192647010087967,0.4581053555011749,-0.6502083539962769,-0.6061094403266907,0.023777438327670097,5,0.0,1.0,True,False
scene0011_00,43,176,1.9038234949111938,1.783305048942566,1.2858132123947144,1.8446789979934692,1.700865387916565,1.1847823858261108,1.938494324684143,1.8615251779556274,1.351529836654663,0.9227056503295898,0.9145061373710632,0.9246442317962646,0.9952560663223267,-0.08985830843448639,-0.03729572519659996,0.3578397035598755,8,1.0,1.0,False,False
scene0011_00,44,150,2.0160694122314453,2.4547901153564453,1.3422871828079224,1.947088360786438,2.3069052696228027,1.2958354949951172,2.0654091835021973,2.5832600593566895,1.3823459148406982,0.8813859820365906,0.8706149458885193,0.8696214556694031,0.6489537954330444,-0.06626466661691666,-0.7579366564750671,0.11873671412467957,4,1.0,1.0,False,False
scene0011_00,45,40,2.3986971378326416,1.7550556659698486,0.7437347769737244,2.3519504070281982,1.6920523643493652,0.7310701012611389,2.4437344074249268,1.8299968242645264,0.7498740553855896,0.6386274695396423,0.5845098495483398,0.45127448439598083,0.228396475315094,0.05204937607049942,0.9721758365631104,0.23890531063079834,4,1.0,0.925,False,True
