best_gt_class,best_gt_instance_id,best_gt_point_count,best_iou,candidate_id,coverage,error_type,matched_points,overlap_gt_count_10pct,point_count,precision,scene_name,source_track_ids,superpoint_count,support_score,valid_gt_point_fraction,visual_path
trash can,56015,1123,0.809143686502177,0,0.9928762243989314,good_geometry,1115,1,1370,0.8138686131386861,scene0084_02,[14],10,118.87225313292424,0.8138686131386861,docs/diagnostics/sam2_details_gt_diagnostic_smoke3_20260720/scene0084_02/visuals/candidate0000_good_geometry.png
bathroom counter,1156010,1808,0.012291404988336623,1,0.07577433628318585,weak_or_wrong_geometry,137,0,9475,0.01445910290237467,scene0084_02,[4],11,109.16709993594436,0.01445910290237467,docs/diagnostics/sam2_details_gt_diagnostic_smoke3_20260720/scene0084_02/visuals/candidate0001_weak_or_wrong_geometry.png
bathroom counter,1156010,1808,0.3651776980762961,2,0.6194690265486725,mixed_multiple_instances,1120,3,2379,0.4707860445565364,scene0084_02,[8],7,64.10932179246291,0.9487179487179487,docs/diagnostics/sam2_details_gt_diagnostic_smoke3_20260720/scene0084_02/visuals/candidate0002_mixed_multiple_instances.png
,-1,0,0.0,3,0.0,background_or_non_instance,0,0,828,0.0,scene0084_02,[12],2,33.51083459333398,0.0,
sink,14024,1157,0.25064822817631804,4,0.25064822817631804,fragment_or_undercoverage,290,1,290,1.0,scene0084_02,[0],3,28.09670503377974,1.0,docs/diagnostics/sam2_details_gt_diagnostic_smoke3_20260720/scene0084_02/visuals/candidate0004_fragment_or_undercoverage.png
seat,116036,1407,0.03116099849220975,5,0.13219616204690832,weak_or_wrong_geometry,186,0,4748,0.039174389216512215,scene0084_02,[6],8,25.712111586398702,0.04949452401010952,docs/diagnostics/sam2_details_gt_diagnostic_smoke3_20260720/scene0084_02/visuals/candidate0005_weak_or_wrong_geometry.png
shower curtain,55013,4254,0.232247480665573,6,0.23295721673718853,fragment_or_undercoverage,991,1,1004,0.9870517928286853,scene0084_02,[10],6,24.865837439426308,0.9870517928286853,docs/diagnostics/sam2_details_gt_diagnostic_smoke3_20260720/scene0084_02/visuals/candidate0006_fragment_or_undercoverage.png
toilet paper,49026,558,0.5989761092150171,7,0.6290322580645161,good_geometry,351,1,379,0.9261213720316622,scene0084_02,[5],4,20.55222669110516,0.9287598944591029,docs/diagnostics/sam2_details_gt_diagnostic_smoke3_20260720/scene0084_02/visuals/candidate0007_good_geometry.png
paper towel dispenser,82017,1259,0.5234312946783162,8,0.5234312946783162,good_geometry,659,1,659,1.0,scene0084_02,[15],3,13.640730782780203,1.0,docs/diagnostics/sam2_details_gt_diagnostic_smoke3_20260720/scene0084_02/visuals/candidate0008_good_geometry.png
doorframe,161045,341,0.09696969696969697,9,0.5161290322580645,overmerged_or_boundary_leakage,176,1,1650,0.10666666666666667,scene0084_02,[11],1,5.437639248636004,0.1806060606060606,docs/diagnostics/sam2_details_gt_diagnostic_smoke3_20260720/scene0084_02/visuals/candidate0009_overmerged_or_boundary_leakage.png
door,5018,3556,0.9326410328374964,10,0.9344769403824522,good_geometry,3323,1,3330,0.9978978978978978,scene0084_02,[3],1,3.519177326006014,0.9993993993993994,docs/diagnostics/sam2_details_gt_diagnostic_smoke3_20260720/scene0084_02/visuals/candidate0010_good_geometry.png
