scene_name,gt_instance_id,gt_class,gt_point_count,baseline_best_iou,sam2_best_iou,sam2_best_candidate_id,gt_superpoint_count,reliable_superpoint_count,sampled_seed_count,failure_stage
scene0019_01,5018,door,7265,0.10107296137339056,0.3003545313538666,0,34,18,2,sam2_已覆盖
scene0019_01,23004,armchair,4367,0.0,0.2993592609149158,4,33,26,2,sam2_已覆盖
scene0019_01,23022,armchair,2209,0.0,0.38966539601863615,4,16,10,1,sam2_已覆盖
scene0084_01,49017,toilet paper,101,0.0,0.0,-1,1,1,1,已采样但轨迹或三维提升未恢复
scene0084_01,55005,shower curtain,4015,0.04697781178270849,0.0,-1,33,0,0,无可靠超点
scene0084_01,71024,mirror,299,0.2129032258064516,0.1632987438558165,9,2,1,1,已采样但轨迹或三维提升未恢复
scene0084_01,128030,shower wall,18601,0.005134653672849209,0.0,-1,68,5,2,已采样但轨迹或三维提升未恢复
scene0084_01,1163015,object,101,0.0,0.45539906103286387,12,2,2,2,sam2_已覆盖
scene0084_01,1163019,object,223,0.0,0.8260869565217391,2,4,2,2,sam2_已覆盖
scene0084_01,1163031,object,154,0.0,0.0,-1,2,0,0,无可靠超点
scene0084_01,1179034,shower head,317,0.0,0.0,-1,8,0,0,无可靠超点
scene0084_02,115043,toilet paper holder,203,0.13120567375886524,0.0,-1,4,0,0,无可靠超点
scene0084_02,1163028,object,167,0.0,0.696969696969697,13,5,5,2,sam2_已覆盖
scene0084_02,1163037,object,156,0.0,0.0,-1,1,0,0,无可靠超点
scene0169_01,16013,window,3340,0.07588878760255241,0.516887665749312,4,31,10,2,sam2_已覆盖
scene0207_01,32055,clothes,898,0.13217544892552252,0.0007686395080707148,19,6,1,1,已采样但轨迹或三维提升未恢复
scene0207_01,65037,bottle,118,0.07989167230873392,0.0,-1,2,0,0,无可靠超点
scene0207_01,71046,mirror,524,0.20419847328244276,0.0,-1,8,0,0,无可靠超点
scene0207_01,562030,bowl,325,0.18888888888888888,0.0001721763085399449,0,7,6,0,有可靠超点但未采样
scene0256_02,71008,mirror,2348,0.11022244438890277,0.0,-1,25,0,0,无可靠超点
scene0256_02,122003,ladder,765,0.15353982300884955,0.39950372208436724,1,14,7,2,sam2_已覆盖
scene0277_01,107003,pipe,766,0.0,0.0,-1,5,3,1,已采样但轨迹或三维提升未恢复
scene0307_02,16040,window,1764,0.07633087633087633,0.08601234830743028,15,20,1,0,有可靠超点但未采样
scene0307_02,41025,ceiling,13831,0.21040109908521262,0.0,-1,46,13,0,有可靠超点但未采样
scene0307_02,78010,shower,14925,0.22525963149078726,0.0001316829075585989,17,97,49,1,已采样但轨迹或三维提升未恢复
scene0307_02,96033,radiator,6259,0.1535070455797843,0.17453733248245054,9,78,7,3,已采样但轨迹或三维提升未恢复
scene0307_02,161035,doorframe,2287,0.1657550140891762,0.016736401673640166,14,18,11,1,已采样但轨迹或三维提升未恢复
scene0329_02,4013,table,117,0.028725754971765282,0.0,-1,1,0,0,无可靠超点
scene0329_02,15004,picture,693,0.05854355069014755,0.0,-1,10,0,0,无可靠超点
scene0329_02,15049,picture,764,0.19963031423290203,0.0,-1,12,0,0,无可靠超点
scene0329_02,65053,bottle,164,0.0,0.0,-1,2,0,0,无可靠超点
scene0329_02,161063,doorframe,1398,0.17605371130175307,0.12116429949149571,1,18,3,3,已采样但轨迹或三维提升未恢复
scene0329_02,1163054,object,287,0.0,0.0,-1,4,0,0,无可靠超点
scene0329_02,1163055,object,133,0.0,0.0,-1,2,0,0,无可靠超点
scene0353_02,22023,book,278,0.07503373819163293,0.0,-1,5,0,0,无可靠超点
scene0353_02,22035,book,434,0.0,0.0,-1,5,0,0,无可靠超点
scene0353_02,47053,bag,545,0.10764368951214695,0.0,-1,5,0,0,无可靠超点
scene0353_02,63027,shoe,430,0.17365710080941868,0.0,-1,6,0,0,无可靠超点
scene0353_02,77020,laptop,516,0.058159939834544996,0.0,-1,4,0,0,无可靠超点
scene0353_02,88037,plate,163,0.03717217787913341,0.0,-1,1,0,0,无可靠超点
scene0353_02,562051,bowl,238,0.0,0.0,-1,3,0,0,无可靠超点
scene0353_02,1187039,calendar,267,0.0,0.5608695652173913,6,3,3,1,sam2_已覆盖
scene0357_00,8028,shelf,6502,0.0,0.0,-1,70,0,0,无可靠超点
scene0357_00,16018,window,496,0.14583945898265216,0.0,-1,6,5,1,已采样但轨迹或三维提升未恢复
scene0357_00,26001,box,343,0.039014373716632446,0.0,-1,4,4,1,已采样但轨迹或三维提升未恢复
scene0357_00,41009,ceiling,1011,0.06706640017765934,0.0,-1,3,0,0,无可靠超点
scene0357_00,63020,shoe,416,0.0,0.837708830548926,15,4,3,2,sam2_已覆盖
scene0389_00,5013,door,2237,0.2006053154260853,0.0,-1,27,1,1,已采样但轨迹或三维提升未恢复
scene0426_02,15036,picture,605,0.0,0.0,-1,3,0,0,无可靠超点
scene0426_02,32030,clothes,599,0.20429740791268758,0.0,-1,5,0,0,无可靠超点
scene0426_02,122028,ladder,1228,0.07170626349892009,0.031273836765827616,6,16,12,3,已采样但轨迹或三维提升未恢复
scene0426_02,131020,jacket,501,0.15036976170912078,0.0,-1,7,0,0,无可靠超点
scene0458_00,26032,box,1184,0.02727272727272727,0.05636833046471601,4,19,11,2,已采样但轨迹或三维提升未恢复
scene0458_00,65030,bottle,150,0.14149139579349904,0.16375545851528384,1,1,1,0,有可靠超点但未采样
scene0458_00,78004,shower,8946,0.22043371339145987,0.14154752810214996,3,82,49,15,已采样但轨迹或三维提升未恢复
scene0458_00,157012,soap dish,125,0.08538899430740038,0.10158730158730159,1,4,3,0,有可靠超点但未采样
scene0458_00,325016,broom,215,0.21739130434782608,0.0,-1,7,1,0,有可靠超点但未采样
scene0474_00,46032,keyboard,221,0.10828025477707007,0.0,-1,3,0,0,无可靠超点
scene0474_00,64029,computer tower,1450,0.0,0.0,-1,15,0,0,无可靠超点
scene0474_00,570045,paper bag,463,0.05104831358249772,0.9125248508946322,1,11,8,2,sam2_已覆盖
scene0474_04,2012,chair,232,0.1341816078658184,0.06084867894315452,3,6,4,2,已采样但轨迹或三维提升未恢复
scene0474_04,52037,whiteboard,986,0.08007976490344249,0.003371130861170702,2,15,5,2,已采样但轨迹或三维提升未恢复
scene0474_04,1188018,poster,5873,0.23156636110003986,0.0,-1,56,0,0,无可靠超点
